Datetime,Text,Username,Tweet Id,compound,neg,neu,pos,compound-sentiment,sentiment
2018-11-04 00:53:36+00:00,💥🚗Tesla's Struggles R A Threat To The Future Of EV Cars. https://t.co/E0y91HqCRT #EV #Tesla #electricvehicle #tech #GreenRevolution  #cleanair #eMobility  #EVnews #zeroemissions #car  #vehicles #day #thing #ice The transition to EVs is dependent on the success of Tesla https://t.co/P8tTl645Tx,EnergyHouseVA,1058884934981615616,-0.5719,0.178,0.743,0.079,neg,neu
2018-11-02 12:44:42+00:00,Thank you @NewYorkStateAG @NYGovCuomo @NYSDEC @JerryBrownGov @XavierBecerra for your leadership on #CleanAir #climatechange and the environment. https://t.co/VoVE0PZ15Z,jessicaottney,1058339115501006848,0.3612,0.0,0.865,0.135,pos,neu
2018-10-30 01:40:56+00:00,"EV# are going to render the fight over fuel economy standards moot The 🚗 industry is headed for revolution, Trump notwithstanding. https://t.co/wm4mIcAJ9N #EV #Tesla #ElectreckCo  #solarcar #tech #GreenTech  #cleanair #eMobility  #EVnews #zeroemissions #charging #car  #vehicles https://t.co/qLMPNjRp99",EnergyHouseVA,1057084907514707969,-0.3818,0.069,0.931,0.0,neg,neu
2018-10-29 23:53:34+00:00,In the meantime @EPA &amp; @EPAAWheeler are scheming to relax #CleanAir rules #ItsTrue https://t.co/8mKmvjIOSb,KaminskiMed,1057057887254728704,0.4404,0.0,0.818,0.182,pos,neu
2018-10-29 15:35:07+00:00,🚗✅11 Reasons People Don't Buy Electric Cars (and Why They're Wrong) https://t.co/KdveaP6Yuo #EV #Tesla #ElectreckCo  #electricvehicle #solarcar #tech #GreenRevolution #GreenTech  #cleanair #eMobility  #EVnews #zeroemissions #charging #car  #vehicles #day #thing #ice https://t.co/i1376FMdQG,EnergyHouseVA,1056932451518464001,-0.4767,0.084,0.916,0.0,neg,neu
2018-10-25 01:35:01+00:00,"Andrew doesn't know much about the word #environment , but he does know that we should elect candidates who support #cleanair and #cleanwater and take #environmentalprotection seriously.… https://t.co/2cBqFROT6F",tonyheyl,1055271480144072704,0.5499,0.0,0.884,0.116,pos,neu
2018-10-24 16:21:32+00:00,"@CentralParkNYC @NYCParks @NYPDCentralPark @NYCzerowaste I keep finding these cigarette butts in the parking lot of the North Meadow Recreation Center, same brand every week, how can we eliminate smoking and littering in #CentralPark?  #zerowaste #cleanair #binthebutt #banthebutt https://t.co/iGMjHzekRB",EthanFreckles,1055132191016042496,0.0,0.0,1.0,0.0,neu,neu
2018-10-22 20:47:49+00:00,"@gomixte @acbowen 🙌🏽 Traversing San Diego on a #bike daily. Looking good, staying fit, shaping the region with *positive* promotions and #cleanair for all. (and winning awards for the work along the way) #intouch #peoplepower",spheverly,1054474428497694722,0.9371,0.0,0.688,0.312,pos,neu
2018-10-19 12:00:41+00:00,🚗LONG RANGE NISSAN LEAF 155  MILES https://t.co/NXuZayKjnc #EV #Tesla #ElectreckCo  #electricvehicle #solarcar #tech #GreenRevolution #GreenTech  #cleanair #eMobility  #EVnews #zeroemissions #charging #car  #vehicles #day #thing #ice https://t.co/yef9oGKy56,EnergyHouseVA,1053254608225734656,0.0,0.0,1.0,0.0,neu,neu
2018-10-18 00:49:14+00:00,"🚐New 100-mile electric van matches diesel vans on price, Workhorse says https://t.co/CEB13E7gtr #EV #Tesla #ElectreckCo  #electricvehicle #solarcar #tech #GreenRevolution #GreenTech  #cleanair #eMobility  #EVnews #zeroemissions #charging #car  #vehicles #day #thing #ice https://t.co/taGIBBZkJE",EnergyHouseVA,1052723242815897600,0.0,0.0,1.0,0.0,neu,neu
2018-10-16 05:48:44+00:00,"Apples and Blue Skies.
#weedorchards #perfectday #cleanair #blueskies #lookup #bushelsandpecks #appletomyeye #applepicking #sundayfunday #sundaze #autumninny… https://t.co/eKAtRIzAB0",bonoisagod,1052073840455680000,0.0,0.0,1.0,0.0,neu,neu
2018-10-16 00:11:14+00:00,"Mix this up for the stinkers in your house.

https://t.co/h18aYpksxA
ID #5607898
.
#bathroomspray #doterrawholesale #diyairfreshener #healthyhome #healthyliving #cleanair #nomoresmell… https://t.co/FDRFYNObla",Barbara_Weeks,1051988902880440320,-0.296,0.099,0.901,0.0,neg,neu
2018-10-14 15:07:23+00:00,Trump @EPA to #scientists working on committees investigating air #pollution and health: “service on the panel has concluded.” via @washingtonpost @dino_grandoni @eilperin @chriscmooney @sejorg #cleanair https://t.co/7XySDbhOMY,therockyfiles,1051489651545042945,0.0,0.0,1.0,0.0,neu,neu
2018-10-09 14:08:10+00:00,"""Every person has a right to a clean and healthy environment, including pure #water, #cleanair, and ecologically healthy habitats"" Join us tonight in Sparta to learn about the #NJ #GreenAmendment, and the future of #NJforests! Register: https://t.co/qXNsiKGSyp @FSpartamtn https://t.co/wYLNbIwtr7",NJHighlanders,1049662811494846464,0.8622,0.0,0.768,0.232,pos,neu
2018-10-09 08:23:04+00:00,TODAY IS THE LAST DAY TO REGISTER TO VOTE! #changes #honesty #WeThePeople #nodictatorship #nobigotry #nohatred #lovenothate #LGBTQ #noracism #Climatechange #conservation #cleanenergy #cleanair #cleanwater #CivilRights #enough #humandecency #noseparatingfamilies #nolies #noabuse https://t.co/9yKVdtcTje,tlifejr,1049575962399186944,0.5411,0.0,0.893,0.107,pos,neu
2018-10-06 08:57:38+00:00,"Stylish 2019 Honda Insight. A better hybrid option! Come test drive today! 

#honda #insight #hondainsight #hybrid #cleanair #gogreen #savempg #mpg #gassaver #hondahybrid #piazza… https://t.co/cVbhTngDHJ",PiazzaHondaPhil,1048497498036129792,0.5399,0.0,0.868,0.132,pos,neu
2018-10-05 11:16:51+00:00,😎👍👍Hyperloop’s first full-scale passenger capsule revealed https://t.co/mAcjw1l35U #EV #Tesla #ElectreckCo  #electricvehicle #solarcar #tech #GreenRevolution #GreenTech  #cleanair #eMobility  #EVnews #zeroemissions #charging #car  #vehicles #day #thing #ice #energyefficiency https://t.co/liVmUp99ZX,EnergyHouseVA,1048170145854754818,0.4588,0.0,0.917,0.083,pos,neu
2018-10-04 21:17:48+00:00,Learn how to keep the air healthy in your home. #nj #cleanair https://t.co/rRyhnTzUZ6,Laury_Heating,1047958992763478016,0.4019,0.0,0.816,0.184,pos,neu
2018-10-02 11:55:58+00:00,🚗💥EVs NORWAY TAKE OFF THEY R LEADING https://t.co/AAp76hrsuK #EV #Tesla #ElectreckCo  #electricvehicle #solarcar #tech #GreenRevolution #GreenTech  #cleanair #eMobility  #EVnews #zeroemissions #charging #car  #vehicles #day #thing #ice https://t.co/fAIDNV5mDT,EnergyHouseVA,1047092825689608192,0.0,0.0,1.0,0.0,neu,neu
2018-09-30 15:52:01+00:00,"Let this be our new academic year resolution - that we all be in the @LungNE #Escape2TheCape bike trek to support #LungHealth &amp; #CleanAir  for our patients, for our children, for ourselves #SaveOurLungs https://t.co/3mutwI4U68",KaminskiMed,1046427453290418176,0.4019,0.0,0.924,0.076,pos,neu
2018-09-27 14:13:40+00:00,"Mix this up for the stinkers in your house.

https://t.co/h18aYp2R90
ID #5607898
.
#bathroomspray #doterrawholesale #diyairfreshener #healthyhome #healthyliving #cleanair #nomoresmell… https://t.co/lINd5jHzMt",Barbara_Weeks,1045315542079365120,-0.296,0.099,0.901,0.0,neg,neu
2018-09-23 01:43:23+00:00,@politico note from your other map #Pennsylvania stands with #Cleanair #California,MunsingLaw,1043677175931723776,0.0,0.0,1.0,0.0,neu,neu
2018-09-16 15:31:46+00:00,#ElectricBus great way to lower noise pollution and cleaner air especially in neighborhoods with lots of bus activity #ElectricVehicles #CleanAir #newamericanroadtrip https://t.co/fC3TJ1RqnP,dbourland,1041348926530564096,0.5574,0.081,0.704,0.215,pos,neu
2018-09-16 14:59:41+00:00,#saveourplanet is our responsibility so let’s do it. We have the tools to make the change. No more excuses. Make the world 100% sustainably. #unitychangeseverything #RenewableEnergy #CleanEnergy #CleanWater #CleanAir #NoPlastics #ClimateChange #Sustainability @UnityChangesEV https://t.co/HxvRzRkDqt,angellight,1041340852570923008,-0.296,0.062,0.937,0.0,neg,neu
2018-09-14 03:38:10+00:00,#Facebook on https://t.co/sZd69whitf at #sustainability &amp; #security for #climatechange #renewableenergy #Health #GCAS2018 #environment #HurricaneFlorence #cleanair #HurricaneFlorence2018 #climate #GlobalClimateActionSummit #GlobalEdChat #GlobalGoals &amp; #GlobalGoals #NEWS https://t.co/MVeqB0bb7z,ssgovforum,1040444569379385344,0.34,0.0,0.906,0.094,pos,neu
2018-09-13 15:18:12+00:00,Very honored to join bm4fyounggiftedgreen today to discuss #environmentaljustice #advocacy #leadership #lead #community #milenials #youngleaders #blackexcellence #cleanwater #cleanair… https://t.co/HSuvsJvgHE,GreenKerene,1040258351211466753,0.762,0.0,0.722,0.278,pos,neu
2018-09-10 23:55:34+00:00,😳THE 🌎 UGLIEST EV https://t.co/5N9YFKHgja #EV #Tesla #ElectreckCo  #electricvehicle #solarcar #tech #GreenRevolution #GreenTech  #cleanair #eMobility  #EVnews #zeroemissions #charging #car  #vehicles #day #thing #ice AGREE 👍 https://t.co/uo0Wpi468r,EnergyHouseVA,1039301387262279680,-0.3182,0.127,0.783,0.09,neg,neu
2018-09-08 00:20:36+00:00,🤔 WHY IS MY INSURANCE 💲 SO EXPENSIVE https://t.co/jHjaFW6hH3 #EV #Tesla #ElectreckCo  #electricvehicle #solarcar #tech #GreenRevolution #GreenTech  #cleanair #eMobility  #EVnews #zeroemissions #charging #car  #vehicles #day #thing #ice #Tesla https://t.co/JUQ7BsGmYo,EnergyHouseVA,1038220524562866181,0.0,0.0,1.0,0.0,neu,neu
2018-09-06 21:51:08+00:00,"I care about #CleanAir. Do you?  

#CleanerCars #GLVoices18 #Latinos4ClimateAction https://t.co/0KxpdP7O3Q",J3wlz310,1037820519805059072,0.4939,0.0,0.738,0.262,pos,neu
2018-09-06 15:57:36+00:00,"Fighting for #CleanAIr #CleanEnergy #PublicLands
@briana_blue @LEONdeHuron @SenKamalaHarris https://t.co/B7SGCglEMl",LatinoEnviro,1037731550538784768,-0.3612,0.238,0.762,0.0,neg,neu
2018-09-06 01:18:45+00:00,"🚗AUTOS EV
Prince Charles 👑just got an electric car — and it's not a Tesla https://t.co/515HiFoDWX #EV #Tesla #ElectreckCo  #electricvehicle #solarcar #tech #GreenRevolution #GreenTech  #cleanair #eMobility  #EVnews #zeroemissions #charging #car  #vehicles #day #thing #ice https://t.co/RPm1wSVVtS",EnergyHouseVA,1037510380048838657,0.0,0.0,1.0,0.0,neu,neu
2018-09-02 01:34:13+00:00,🚗Would You Buy An Electric Car That Charges In Just 10 Minutes? https://t.co/djAW9pqcEm #EV #Tesla #ElectreckCo  #electricvehicle #solarcar #tech #GreenRevolution #GreenTech  #cleanair #eMobility  #EVnews #zeroemissions #charging #car  #vehicles #day #thing #ice https://t.co/qF2IdFY1sD,EnergyHouseVA,1036064723039649792,-0.2732,0.063,0.937,0.0,neg,neu
2018-09-01 11:42:12+00:00,"🚗 Electric Vehicles’ Day Will Come, and It Might Come Suddenly https://t.co/SQVnELXeLG #EV #Tesla #ElectreckCo  #electricvehicle #solarcar #tech #GreenRevolution #GreenTech  #cleanair #eMobility  #EVnews #zeroemissions #charging #car  #vehicles #day #thing #ice #Tesla https://t.co/DV95HuKHxC",EnergyHouseVA,1035855336454987777,0.0,0.0,1.0,0.0,neu,neu
2018-08-29 10:57:02+00:00,🤔Ford asked the government about giving police cars an off switch for mandatory EV noise rule https://t.co/rB0dpeQzMh #EV #Tesla #ElectreckCo  #electricvehicle #solarcar #tech #GreenRevolution #GreenTech  #cleanair #eMobility  #EVnews #zeroemissions #charging #car  #vehicles https://t.co/rsK2NBKxvL,EnergyHouseVA,1034756809662373888,0.4019,0.0,0.896,0.104,pos,neu
2018-08-27 10:53:55+00:00,🚗Europe’s Electric Car Sales Up 30% In July 👍 #1 #Nissan Leaf https://t.co/ln6t6jBTpQ #EV #Tesla #ElectreckCo  #electricvehicle #solarcar #tech #GreenRevolution #GreenTech  #cleanair #eMobility  #EVnews #zeroemissions #charging #car  #vehicles #day #thing #ice https://t.co/0aB2yMe6i7,EnergyHouseVA,1034031249151729664,0.0,0.0,1.0,0.0,neu,neu
2018-08-26 17:47:13+00:00,TESLA 🚛 ELON HIS FAVORITE NEW PROJECT 👍 https://t.co/wq4we5VrCz #EV #Tesla #ElectreckCo  #electricvehicle #solarcar #tech #GreenRevolution #GreenTech  #cleanair #eMobility  #EVnews #zeroemissions #charging #car  #vehicles #day #thing #ice #climatechange https://t.co/ITnM9YUvpE,EnergyHouseVA,1033772870072193025,0.5766,0.0,0.889,0.111,pos,neu
2018-08-25 04:08:34+00:00,"@powerthefuture Wrong we just dont want to take giant steps backward to the 1970s, 80s and 90s.
#cleanair #cleanwater",RonMaurer2,1033204463950028805,-0.5142,0.203,0.797,0.0,neg,neu
2018-08-25 01:27:26+00:00,"Among all the #Disgrace , this may be the most #Disgraceful : @realDonaldTrump #DonaldTrump #Trump #cleanair #pollution @EPA :
https://t.co/eJudWbGnGl",jamesmartinrose,1033163910977859584,-0.4939,0.144,0.856,0.0,neg,neu
2018-08-24 12:08:58+00:00,Wake me up from this nightmare! 😱#cleanenergy #cleanair #ChildHealth https://t.co/61drpll84d,suannekowal,1032962971914391553,-0.4389,0.194,0.806,0.0,neg,neu
2018-08-20 03:03:03+00:00,"Bastards!!
As Trump Dismantles Clean Air Rules, an Industry Lawyer Delivers for Ex-Clients #climatechange #pollution #cleanair .https://t.co/r4rlpKq5JC",phemale61,1031376036674629632,-0.4374,0.206,0.673,0.121,neg,neu
2018-08-19 14:22:07+00:00,"We replaced the air filter on our central air unit at the beach house, looks like it was way overdue!  How often do you check yours?  #airconditioning #energyefficiency #cleanair https://t.co/gx0NqwpAij",michaelwoodPA,1031184538997800962,0.4199,0.0,0.912,0.088,pos,neu
2018-08-18 18:58:27+00:00,Please lift your voice and take action for #cleanair. #CleanerCars https://t.co/GpdmF9M1qg,NRDCKit,1030891692126289920,0.3182,0.0,0.813,0.187,pos,neu
2018-08-08 22:34:55+00:00,Would be great to see one of these in every state! Looks like there are a few others like @BosGreenFest   Keep pushing philly!! @greenfest #cleanair https://t.co/4zWiDMjHDO,eric_mehlenbeck,1027322292769091586,0.8743,0.0,0.697,0.303,pos,neu
2018-08-07 16:02:49+00:00,I smoke 1.1 cigs per day in nyc. Gross!! @DefendOurFuture #cleanair https://t.co/ClBvhvMJCy,eric_mehlenbeck,1026861225693638656,-0.5696,0.251,0.749,0.0,neg,neu
2018-08-03 19:15:18+00:00,"Keeping Broadway green!
#neverstopexploring #landscape #mothernature #natureswonder #cleanair #cleanstreets #greeningthecity #broadwaymalls #earthfocus #discovernyc #getoutside #nyc #upperwestside #hamiltonheights #westharlem #morningsideheights #washingtonheights #concretejungle https://t.co/msMr7kkN6V",BroadwayMall,1025460115468627969,0.0,0.0,1.0,0.0,neu,neu
2018-08-03 11:48:45+00:00,👏👏👏UK renewables produced nearly 30% of electricity last year https://t.co/1W6U2LYMeI #green #activision #agw  #alge  #climate #cleanair #climate #climatechange #eco #ev #gogreen #leed #greenbiz #greenliving #grids #oceans #pv #plastic #solar #startup #susty #water #grid https://t.co/RJIA0abUZ0,EnergyHouseVA,1025347739507470336,0.0,0.0,1.0,0.0,neu,neu
2018-08-02 23:31:45+00:00,"👍Scott Pruitt’s Legacy Goes on Trial
former EPA chief failed to ban a harmful pesticide. Now farmworkers are fighting back https://t.co/ofxPKskIVC #summer  #bestoftheday #igdaily #fashion  #sky #jj #fun #smile #like #green #agw  #climate #cleanair #eco #ev #startup #pv #solar https://t.co/6OELNAc0My",EnergyHouseVA,1025162267871129605,-0.2732,0.178,0.664,0.157,neg,neu
2018-08-02 23:23:17+00:00,RENEWABLES ARE WINNING ✊https://t.co/krBcgqJWuU 93ffcf7464e6eb19957d072a0a57a37b.jpg #green #activision #agw  #alge  #climate #cleanair #climate #climatechange #eco #ev #gogreen #leed #greenbiz #greenliving #grids #oceans #pv #plastic #solar #startup #susty #water #grid 👏👏👏😀 https://t.co/TUrKWFSFMZ,EnergyHouseVA,1025160134698381312,0.7672,0.0,0.844,0.156,pos,neu
2018-08-02 15:47:17+00:00,"👏👏👏Where We Live: A quiet, energy-saving home near Jamestown https://t.co/MnffROsIDm #green #activision #agw  #alge  #climate #cleanair #climate #climatechange #eco #ev #gogreen #leed #greenbiz #greenliving #grids #oceans #pv #plastic #solar #startup #susty #water #grid https://t.co/XhFPLnnYI8",EnergyHouseVA,1025045378209652738,0.0,0.0,1.0,0.0,neu,neu
2018-08-02 11:15:10+00:00,😳TWO SIGNS OF THE UPCOMING RECESSION https://t.co/klWFF2TKox #summer #instagramhub #bestoftheday #iphoneonly #igdaily #fashion #webstagram #picstitch #nofilter #sky #jj #followme #fun #smile #like #green #agw #alge #climate #cleanair #eco #ev #startup #pv #solar https://t.co/bv2e4m4OtE,EnergyHouseVA,1024976897057480705,0.5813,0.084,0.717,0.198,pos,neu
2018-08-02 11:02:38+00:00,👊Renewable energy provides more elec than nuclear power in over half of U.S  https://t.co/MN8NADAtaF #green #activision #agw  #climate #cleanair #climate #climatechange #eco #ev #gogreen #leed #greenbiz #greenliving #grids #oceans #pv #plastic #solar #startup #susty #water #grid https://t.co/7hBFAMdVyk,EnergyHouseVA,1024973744861663232,0.2732,0.0,0.946,0.054,pos,neu
2018-08-02 10:14:25+00:00,"👌Renewables, Nuclear Squeeze Out Fossil Fuel Power In France https://t.co/3EwtOP1rUQ #summer #instagramhub #bestoftheday #iphoneonly #igdaily #webstagram #picstitch #nofilter #sky #jj #followme #fun #smile #like #green #agw #alge #climate #cleanair #eco #ev #startup #pv #solar https://t.co/aU5cckQ9Z0",EnergyHouseVA,1024961610065104898,0.8816,0.0,0.74,0.26,pos,neu
2018-08-01 16:01:40+00:00,How can we be certain that east coast states will be in attainment. #cleanair #crossstateairpollution @SenatorCarper questioning @EPAAWheeler.,Trish536,1024686610271674370,0.1779,0.072,0.821,0.108,pos,neu
2018-08-01 10:54:46+00:00,"🤬Wind Catcher, a 2,000 megawatt farm planned in Oklahoma, needed clearance from four states. Oil and gas industry-connected groups were campaigning against it. https://t.co/3qda0azoNb #green #agw #climate #cleanair #eco #ev #gogreen #leed #greenbiz #grids #pv #solar #startup https://t.co/sEGLPQF9TH",EnergyHouseVA,1024609379050553345,0.0,0.0,1.0,0.0,neu,neu
2018-08-01 10:50:01+00:00,"💲Solar panel glut is muting effect of Trump tariffs: SunPower
 https://t.co/k6CWOW7lsL #green #activision #agw  #alge  #climate #cleanair #climate #climatechange #eco #ev #gogreen #leed #greenbiz #greenliving #grids #oceans #pv #plastic #solar #startup #susty #water #grid https://t.co/IunGNewCwm",EnergyHouseVA,1024608182885343238,0.0,0.0,1.0,0.0,neu,neu
2018-08-01 10:36:01+00:00,Did this surprise 😳 #summer #instagramhub #bestoftheday #iphoneonly #igdaily #fashion #webstagram #picstitch #nofilter #sky #jj #followme #fun #smile #like #green #agw #alge #climate #cleanair #eco #ev #startup #pv #solar ASK DOW CHEM ABOUT SOLAR ROOFS 💥 https://t.co/jYQj2o8OiS,EnergyHouseVA,1024604658030051329,0.7845,0.054,0.719,0.227,pos,neu
2018-08-01 01:42:51+00:00,"🤨Tesla Solar Roof owner discusses price, maintenance, and savings $100,000 bill so far $90 from $350/mon 😳 https://t.co/ucZlKAjyaI #summer #bestoftheday #igdaily #picstitch #sky #jj #followme #fun #smile #like #green #agw #alge #climate #cleanair #eco #ev #startup #pv #solar https://t.co/9wshj2gbeY",EnergyHouseVA,1024470483985735680,0.8074,0.0,0.828,0.172,pos,neu
2018-07-31 12:14:32+00:00,SOMEDAY? 🤔 #green #activision #agw  #alge  #climate #cleanair #climate #climatechange #eco #ev #gogreen #leed #greenbiz #greenliving #grids #oceans #pv #plastic #solar #startup #susty #water #grid https://t.co/PB0CJHZ8lY,EnergyHouseVA,1024267065010606080,0.0,0.0,1.0,0.0,neu,neu
2018-07-31 10:57:05+00:00,👌THIS IS WHAT U CAN DO IF YOU CARE 🤬 https://t.co/xs4aNRFGKA #summer #instagramhub #bestoftheday #iphoneonly #igdaily #fashion #webstagram #picstitch #nofilter #sky #jj #followme #fun #smile #like #green #agw #alge #climate #cleanair #eco #ev #startup #pv #solar https://t.co/2d7A2PG6n7,EnergyHouseVA,1024247573777920002,0.9345,0.0,0.709,0.291,pos,neu
2018-07-31 10:51:58+00:00,"😳CC: We're Not Literally Doomed, but...
…there’s space for action between “everything is fine” and “the apocalypse is upon us” #green #activision #agw  #alge  #climate #cleanair #climatechange #eco #ev #gogreen #greenbiz #grids #oceans #pv #plastic #solar #startup #water #grid https://t.co/KkLbpAanvz",EnergyHouseVA,1024246284197212162,0.2924,0.0,0.948,0.052,pos,neu
2018-07-31 01:51:32+00:00,"🤔IF GERMANY CAN'T QUIT COAL, CAN ANYONE ELSE? https://t.co/WpOPF2CEfv #green #activision #agw  #alge  #climate #cleanair #climate #climatechange #eco #ev #gogreen #leed #greenbiz #greenliving #grids #oceans #pv #plastic #solar #startup #susty #water #grid https://t.co/tNJaZGov6d",EnergyHouseVA,1024110280471707649,0.0,0.0,1.0,0.0,neu,neu
2018-07-31 00:41:41+00:00,"👊Electrification of Everything’ Would Spike US Elec Use, but Lower Final Energy Consumption https://t.co/4tSmZdGViM #green #activision #agw   #climate #cleanair #climate #eco #ev #gogreen #leed #greenbiz #greenliving #grids #pv #plastic #solar #startup #susty #water #grid https://t.co/mqGTQyLYBQ",EnergyHouseVA,1024092703678713856,-0.0387,0.071,0.862,0.067,neu,neu
2018-07-31 00:03:13+00:00,Can't retweet this great news often enough! #youthvgov #PaleBlueDot  #cleanair https://t.co/mwba6g2G3S,NancyHed1,1024083020482060288,0.7325,0.0,0.659,0.341,pos,neu
2018-07-30 23:51:36+00:00,This is great news #ourchildrenstrust #ClimateChange  #cleanair https://t.co/mwba6g2G3S,NancyHed1,1024080096678825985,0.6249,0.0,0.631,0.369,pos,neu
2018-07-30 10:57:30+00:00,"🚗Tiny Microlino EV now street legal in Europe, moving into production https://t.co/jFHOPtj4De #green #activision #agw  #alge  #climate #cleanair #climate #climatechange #eco #ev #gogreen #leed #greenbiz #greenliving #grids #oceans #pv #plastic #solar #startup #susty #water #grid https://t.co/5j9mKlVfqt",EnergyHouseVA,1023885288001753088,0.128,0.0,0.959,0.041,pos,neu
2018-07-30 10:35:32+00:00,🌎😳The Earth’s magnetic field is reversing more than ever. Here’s why https://t.co/Th7JKW7uo6 #green #activision #agw  #alge  #climate #cleanair #climate #climatechange #eco #ev #gogreen #leed #greenbiz #greenliving #grids #oceans #pv #plastic #solar #startup #susty #water #grid https://t.co/nT41P4MzPm,EnergyHouseVA,1023879759225339904,0.0,0.0,1.0,0.0,neu,neu
2018-07-30 10:24:44+00:00,EGYPT 😳 Egypt launches massive wind farm https://t.co/XwSYG2SYAS #green #activision #agw  #alge  #climate #cleanair #climate #climatechange #eco #ev #gogreen #leed #greenbiz #greenliving #grids #oceans #pv #plastic #solar #startup #susty #water #grid 👌💨 https://t.co/WaWR4FBOtq,EnergyHouseVA,1023877041639309312,0.7297,0.0,0.851,0.149,pos,neu
2018-07-30 01:58:48+00:00,👍Coal's carousel Industry's 'new normal' refocuses attention on reclamation https://t.co/KFJK5ciaVh #green #activision #agw  #climate #cleanair #climate #climatechange #eco #ev #gogreen #leed #greenbiz #greenliving #grids #oceans #pv #plastic #solar #startup #susty #water https://t.co/hr2hPDILV2,EnergyHouseVA,1023749719049338880,0.0,0.0,1.0,0.0,neu,neu
2018-07-29 00:53:47+00:00,🤨With solar energy headlines Utah consumers being bombarded with offers for 🏡 and 🏢 use — and that officials r worried. https://t.co/6Puagy0ssD #green #agw  #alge  #climate #cleanair #climate #eco #ev #gogreen #greenbiz #grids #oceans #pv #solar #startup #susty #water #grid https://t.co/nDUXVvc7rD,EnergyHouseVA,1023370973049962496,-0.0258,0.045,0.913,0.043,neu,neu
2018-07-28 12:43:07+00:00,"👌From Coal Mines To Solar Farms: It’s Complicated, But Doable https://t.co/F9Sdf6ObHb #green #activision #agw  #alge  #climate #cleanair #climate #climatechange #eco #ev #gogreen #leed #greenbiz #greenliving #grids #oceans #pv #plastic #solar #startup #susty #water #grid https://t.co/JrMChyiUwu",EnergyHouseVA,1023187093491802112,0.2421,0.0,0.947,0.053,pos,neu
2018-07-28 12:27:53+00:00,🤔🌞🔥Climate change made Europe’s heatwave twice as likely to happen https://t.co/hcyhmycFlv #green #activision #agw  #alge  #climate #cleanair #climate #climatechange #eco #ev #gogreen #leed #greenbiz #greenliving #grids #oceans #pv #plastic #solar #startup #susty #water #grid https://t.co/bxWZS2zWG6,EnergyHouseVA,1023183258757091328,0.0,0.0,1.0,0.0,neu,neu
2018-07-28 11:55:03+00:00,😳Tesla Solar Roof Mix-Up: What Went Wrong https://t.co/2ORkpuM9qz #green #activision #agw  #alge  #climate #cleanair #climate #climatechange #eco #ev #gogreen #leed #greenbiz #greenliving #grids #oceans #pv #plastic #solar #startup #susty #water #grid https://t.co/UMC4gtaNJM,EnergyHouseVA,1023174994564706305,-0.4767,0.088,0.912,0.0,neg,neu
2018-07-28 11:38:10+00:00,"🚀👊Forget the Blood Moon, the Red Planet is waiting for you tonight https://t.co/UtNwth8O5g #green #activision #agw  #alge  #climate #cleanair #climate #climatechange #eco #ev #gogreen #leed #greenbiz #greenliving #grids #oceans #pv #plastic #solar #startup #susty #water #grid https://t.co/SzP0MRWwU5",EnergyHouseVA,1023170749589331968,0.0,0.0,1.0,0.0,neu,neu
2018-07-28 10:20:30+00:00,"👌SunExchange &amp; Powerhive Partner Bring Solar Power To 175,000 Kenyans https://t.co/wwbjtJ2nep #green #activision #agw  #alge  #climate #cleanair #climate #climatechange #eco #ev #gogreen #leed #greenbiz #greenliving #grids #oceans #pv #plastic #solar #startup #susty #water #grid https://t.co/nUi2rVx6Sh",EnergyHouseVA,1023151204216569858,0.4466,0.0,0.923,0.077,pos,neu
2018-07-28 02:15:24+00:00,Summer in NY ! #summerinthecity #water #swimming #lovetoswim #fresh #cleanair #sun #missyou #broadway #sculpture #nolitanyc #boweryhouston #bohochic #nycphotographer @ Houston Street https://t.co/9KZwaEcCHu,cesarvera,1023029122086432769,0.3802,0.0,0.89,0.11,pos,neu
2018-07-26 13:41:27+00:00,@DOEE_DC Please send out your 1 inspector on their way today to pick up a few $500 idling tix. @LEnfantPlaza y'all been in violation of your Title V permit for years. I'm going to call EPA Region 3 team and get them to come out. #cleanair #breathelife @MayorBowser https://t.co/lXOMQdWfbG,jasonargoargo,1022476998906658816,-0.2263,0.061,0.895,0.044,neg,neu
2018-07-26 12:08:45+00:00,"Thanks @EnvironmentTex and @SierraClub! With @jeffsessions and @EPAAWheeler letting polluters off the hook, your work is critical. #cleanair https://t.co/59Oot7yphw",EnvAmAnna,1022453667864166401,-0.4003,0.228,0.653,0.118,neg,neu
2018-07-25 17:15:24+00:00,"What a beautiful green!
#greeningthecity #broadwaymalls #earthfocus #cleanair #cleanstreets #discovernyc #landscape #getoutside #nyc #upperwestside #hamiltonheights #westharlem #morningsideheights #washingtonheights #broadwaymallassociation #naturephotography https://t.co/fYd2zG7OC4",BroadwayMall,1022168449869668352,0.636,0.0,0.827,0.173,pos,neu
2018-07-24 01:05:12+00:00,#Kavanagh expected to be hostile to #cleanair and #cleanwater How Brett Kavanaugh Could Help Big Business - The Atlantic https://t.co/Z28HEzMaPd,getupandgreen,1021561903976460290,0.0258,0.112,0.773,0.116,neu,neu
2018-07-23 18:52:09+00:00,"Californians are proud of our commitment to #CleanAir! Our vehicle emissions standards are a big part of our environmental identity.

Now @EPA wants us to put profits before people. @realDonaldTrump: We actually care about our future. Stay out of CA’s way! https://t.co/0DnFMtxwDU",RepJimmyGomez,1021468025395073025,0.9078,0.0,0.754,0.246,pos,neu
